trader_group,country_of_destination,cocoa_deforestation_15_years_total_exposure,cocoa_net_emissions_15_years_total
ECOM,NETHERLANDS,2.847421936,54.77769064
CARGILL,BRAZIL,1.052418256,47.61272517
BARRY CALLEBAUT,MALAYSIA,3.154682824,164.4999426
TOUTON,BULGARIA,20.07731544,3512.405382
TOUTON,MALAYSIA,6.3186992,121.5568882
TOUTON,MALAYSIA,3.40697088,47.12266761
OLAM,NETHERLANDS,246.9241949,22623.31234
OLAM,BELGIUM,40.4879628,2335.128486
OLAM,UNITED KINGDOM,6.426790008,335.1229415
CARGILL,NETHERLANDS,2.434605882,73.25956368
OLAM,SPAIN,23.0567997,3302.760105
OLAM,NETHERLANDS,3.406014555,177.6055566
ECOM,TURKEY,90.268848,17764.77496
CARGILL,NETHERLANDS,5.746617045,349.018273
BARRY CALLEBAUT,UNITED STATES,3.588766697,102.5282861
BARRY CALLEBAUT,AUSTRALIA,7.212491079,268.0030488
BARRY CALLEBAUT,GERMANY,2.87805682,152.5859398
OLAM,SINGAPORE,1.383313062,40.89313256
CARGILL,GERMANY,3.373246991,385.9631917
BARRY CALLEBAUT,CANADA,0.66788384,39.30769496
ETC GROUP,GERMANY,2.632750036,139.5805099
ECOM,NETHERLANDS,48.76894231,1027.889441
BARRY CALLEBAUT,ISRAEL,7.898341823,411.8565476
OLAM,NETHERLANDS,2.013239627,106.7359263
FILDISI,NETHERLANDS,13.79243811,1263.669749
SUCDEN,GERMANY,0.577395532,17.06881303
SUCDEN,BELGIUM,15.5848248,632.6433607
COCOASOURCE,UNITED STATES,17.47744679,525.912689
OLAM,INDONESIA,4.307606644,224.6187922
ECOM,UNITED STATES,85.23591989,16774.3022
OLAM,INDONESIA,2.621016291,71.49104732
OLAM,UNITED KINGDOM,64.89213433,2315.980694
CARGILL,UNITED KINGDOM,12.27059663,745.2493197
OLAM,INDONESIA,0.586899111,13.41907879
OLAM,GERMANY,7.4013527,385.9412063
ECOM,UNITED STATES,1.687892779,89.4870123
BARRY CALLEBAUT,GERMANY,77.65783395,2771.584661
BARRY CALLEBAUT,MEXICO,4.575481288,185.7350272
OLAM,NETHERLANDS,6357.55102,582481.8526
CEMOI,BELGIUM,5.881838369,173.8773404
BARRY CALLEBAUT,BELGIUM,2.819934071,97.11022823
OLAM,JAPAN,8.059726254,922.1849682
OLAM,SPAIN,15.6652909,559.0895054
SUCDEN,ESTONIA,79.34322273,3220.823058
CARGILL,NETHERLANDS,4.94370896,200.6826956
SUCDEN,INDONESIA,33.46825666,2133.972334
ECOOKIM,GERMANY,36.03245514,1906.592112
OLAM,UNITED STATES,35.85087495,689.6863834
OLAM,UNITED STATES,2290.645104,209869.9955
OLAM,UNITED STATES,54.47419733,7803.130012
OLAM,UNITED KINGDOM,10.8891782,354.7367483
BARRY CALLEBAUT,FRANCE,2.433850527,104.17951
CARGILL,INDONESIA,3.080140467,160.6129549
CARGILL,UNITED KINGDOM,5.893373517,177.3371106
CARGILL,UNITED STATES,11.80430289,629.56792
CARGILL,INDONESIA,3.465469296,156.7821883
OLAM,AUSTRALIA,7.197515854,387.3727118
OLAM,NETHERLANDS,12.55033675,3401.908871
SUSCOM,COTE D'IVOIRE,56.67048042,5192.176409
BARRY CALLEBAUT,GERMANY,0.229237955,10.10235928
SUCDEN,INDONESIA,1.851734767,75.16848735
SUCDEN,ITALY,51.71944428,3297.687846
OLAM,ISRAEL,1.944475003,58.51106801
SUCDEN,SPAIN,2.013667248,124.4351485
OLAM,JAPAN,4.760368134,1075.222942
ECOM,NETHERLANDS,24.71544782,2827.914218
OLAM,UNITED STATES,56.84198025,2884.480459
OLAM,ESTONIA,3.28465801,151.4899575
CARGILL,INDONESIA,10.20248596,379.1058197
TOUTON,MALAYSIA,3.377111599,176.0984211
OLAM,UNITED STATES,1.439010428,65.10264111
OLAM,ESTONIA,8.344048474,251.0802077
OLAM,NETHERLANDS,23.19679437,1049.452144
ECOM,BELGIUM,48.98668518,2597.127112
BARRY CALLEBAUT,UNITED KINGDOM,14.00215547,746.7876733
CARGILL,NETHERLANDS,22.06563201,1272.627277
SUCDEN,GERMANY,4.401121381,253.8330703
CABF (COOPERATIVE),ITALY,75.99705308,3084.227813
OLAM,MEXICO,21.37536362,1232.8163
BARRY CALLEBAUT,CANADA,3.897250949,712.8514553
OLAM,SPAIN,4.406975473,130.277836
BARRY CALLEBAUT,FRANCE,1.630247809,69.78177831
CARGILL,GERMANY,3.421860202,154.8092581
BARRY CALLEBAUT,BELGIUM,3.757529747,195.9352056
OLAM,NETHERLANDS,71.74017188,3740.868676
OLAM,NETHERLANDS,105.0356432,19212.21192
OLAM,GERMANY,5.100747572,139.1283936
OLAM,AUSTRALIA,3.653318461,668.2334333
TOUTON,GHANA,19.48265587,374.8004054
TOUTON,INDONESIA,2.481357355,132.3401308
OLAM,NETHERLANDS,15.34814263,813.712485
CARGILL,INDONESIA,3.650023714,125.6960719
OLAM,UNITED KINGDOM,12.7083903,732.9517748
TOUTON,MALAYSIA,25.67103517,1042.078443
OLAM,NETHERLANDS,8.744757162,504.3506796
BARRY CALLEBAUT,BELGIUM,42.25446324,1508.049043
OLAM,UNITED STATES,140.9490938,10574.19917
OLAM,SOUTH AFRICA,1.798245785,109.2156713
OLAM,INDONESIA,3.813480443,136.1019663
BARRY CALLEBAUT,SENEGAL,6.941448322,794.2328434
BARRY CALLEBAUT,FRANCE,14.38427483,456.3066422
OLAM,UNITED STATES,3.112688886,140.821959
OLAM,PORTUGAL,6.643785977,246.8710017
CARGILL,NETHERLANDS,7.209400283,257.3013207
OLAM,UNITED KINGDOM,61.34744323,1846.001834
BARRY CALLEBAUT,CANADA,19.39207753,3816.332002
OLAM,ESTONIA,3.64072598,155.8390889
OLAM,INDONESIA,5.22712254,272.5666591
OLAM,GERMANY,1.253911909,37.06781013
OLAM,BELGIUM,15.05378881,784.9750781
OLAM,NETHERLANDS,8.134901812,348.2095862
BARRY CALLEBAUT,FRANCE,38.24446056,1150.811519
BARRY CALLEBAUT,FRANCE,41.76999733,1787.939648
OLAM,ISRAEL,1.14135247,51.63622081
OLAM,UNITED STATES,163.2530659,8512.779721
CARGILL,NETHERLANDS,0.924715265,27.33618654
OLAM,INDONESIA,11.56237424,666.8557168
ECOM,CHINA (MAINLAND),2.259267812,102.2121165
OLAM,JAPAN,1.084918264,49.08306639
BARRY CALLEBAUT,CANADA,0.955895276,28.25792174
OLAM,SPAIN,2.745476324,161.582508
BARRY CALLEBAUT,BELGIUM,0.781709365,25.46574528
BARRY CALLEBAUT,BELGIUM,2.283636707,103.314596
ECOM,TURKEY,5.989422553,363.7649593
BARRY CALLEBAUT,CANADA,9.028700018,271.6820118
BARRY CALLEBAUT,BELGIUM,6.787392264,412.2293007
BARRY CALLEBAUT,FRANCE,26.69943266,1207.915904
BARRY CALLEBAUT,AUSTRALIA,1.243387353,56.25240723
ECOM,UNITED STATES,6.406668665,369.5022784
OLAM,UNITED STATES,298.7350667,19047.67177
OLAM,NETHERLANDS,2.344387822,106.0630528
BARRY CALLEBAUT,MEXICO,18.92597831,986.8891802
ECOM,BELGIUM,13.80433459,590.8862511
BARRY CALLEBAUT,SENEGAL,2.135485377,86.68693184
TOUTON,INDONESIA,13.79865676,2413.991871
CARGILL,GERMANY,12.59568056,511.3033854
OLAM,ESTONIA,12.49963684,446.1082672
CARGILL,FRANCE,21.91528514,1142.765644
CEMOI,POLAND,50.32024564,2276.551184
OLAM,SINGAPORE,2.278497881,120.7991232
OLAM,ESTONIA,27.95643174,1612.377003
OLAM,GERMANY,3.047661164,158.9193319
ECOM,TURKEY,2.516269106,57.5329094
ECOOKIM,BELGIUM,8.418786967,1539.891739
ECOM,UNITED KINGDOM,8.646462457,274.2882973
BARRY CALLEBAUT,FRANCE,4.110594935,214.3456787
CARGILL,NETHERLANDS,2.285814155,418.1013665
OLAM,ISRAEL,6.858355207,437.2961645
CARGILL,UNITED KINGDOM,0.794096764,23.47487717
SAFAL COMMODITIES,GERMANY,314.859302,28847.55921
BARRY CALLEBAUT,FRANCE,4.623350751,245.116189
ETC GROUP,MEXICO,4.193791778,314.6241552
BARRY CALLEBAUT,NETHERLANDS,276.358986,31620.68967
BARRY CALLEBAUT,CANADA,10.22100296,532.9709812
CARGILL,INDONESIA,4.820416851,166.0009662
BARRY CALLEBAUT,UNITED KINGDOM,3.21511746,104.7388786
CARGILL,BRAZIL,10.5259972,316.7370818
ECOM,TURKEY,6.383306776,1256.225275
OLAM,NETHERLANDS,5.021546805,227.1810914
OLAM,MALAYSIA,14.29585245,430.1755453
OLAM,NETHERLANDS,181.8183852,7475.201767
OLAM,INDONESIA,21.6487112,5239.192734
TOUTON,TURKEY,20.49559285,3585.580494
ECOM,MALAYSIA,1.602439269,47.37088317
BARRY CALLEBAUT,SENEGAL,3.720416818,225.9578883
OLAM,SOUTH AFRICA,1.796040953,109.0817618
CARGILL,UNITED KINGDOM,0.716472636,16.38169588
BARRY CALLEBAUT,UNITED STATES,1.934000278,78.50793647
BARRY CALLEBAUT,ESTONIA,3.735899907,683.3385175
OLAM,NETHERLANDS,21.50539103,972.9309303
BARRY CALLEBAUT,BELGIUM,5.006654501,261.0704227
ETC GROUP,MALAYSIA,23.38770126,449.9242799
TOUTON,UNITED STATES,1065.100833,209610.259
SUCDEN,UNITED KINGDOM,45.17662301,2880.510468
BARRY CALLEBAUT,GERMANY,29.74905484,572.301738
BARRY CALLEBAUT,UNITED KINGDOM,7.532594377,434.4396331
BARRY CALLEBAUT,UNITED KINGDOM,21.78730083,1136.091942
CARGILL,NETHERLANDS,58.51981272,1760.915793
CARGILL,NETHERLANDS,1.650674866,37.7416419
COCOASOURCE,MALAYSIA,5.321431296,157.3107356
BARRY CALLEBAUT,ISRAEL,2.708920789,96.68056555
OLAM,NETHERLANDS,56.76747828,2568.232095
BARRY CALLEBAUT,BELGIUM,0.909447966,26.88485873
OLAM,NETHERLANDS,21.51999572,1014.827972
ECOOKIM,CANADA,49.26868845,3696.206274
CARGILL,NETHERLANDS,2.056928987,83.49804914
BARRY CALLEBAUT,MALAYSIA,7.044751125,427.8598786
OLAM,NETHERLANDS,4.601223834,164.2162902
BARRY CALLEBAUT,GERMANY,13.30350041,767.2745338
BARRY CALLEBAUT,CANADA,0.608837863,17.99830285
OLAM,SINGAPORE,6.352476815,476.5717415
CARGILL,NETHERLANDS,1.924661631,44.47752475
ECOM,GERMANY,2.395573334,112.969113
CARGILL,INDONESIA,0.913780074,20.89300627
BARRY CALLEBAUT,CANADA,1.012213702,46.68376746
OLAM,BELGIUM,9.36538109,307.8315127
OLAM,SPAIN,6.404528109,395.7696622
SUCDEN,BRAZIL,42.92425408,2475.640697
BARRY CALLEBAUT,ISRAEL,1.593105123,72.07407887
BARRY CALLEBAUT,FRANCE,15.59740175,735.5335843
CEMOI,POLAND,151.2191557,7885.275264
TOUTON,TURKEY,10.99891533,998.920731
CARGILL,FRANCE,7.693549448,362.8081197
OLAM,BELGIUM,38.34792286,2063.898041
OLAM,NETHERLANDS,1.439416221,65.12099969
CARGILL,GERMANY,11.92400864,340.6596952
BARRY CALLEBAUT,CANADA,14.95856317,607.2211782
CARGILL,UNITED KINGDOM,40.91973016,2360.030511
BARRY CALLEBAUT,NETHERLANDS,24.17142522,1093.545669
TOUTON,TURKEY,375.6775776,20219.09294
ECOM,NETHERLANDS,174.7470873,16010.41137
TOUTON,UNITED KINGDOM,33.7356815,1369.451065
OLAM,NETHERLANDS,11.34573972,466.4637929
BARRY CALLEBAUT,POLAND,22.92216552,689.7493584
BARRY CALLEBAUT,BELGIUM,2378.936948,217959.3363
OLAM,NETHERLANDS,23.22720271,1229.025369
ECOM,BELGIUM,1.054932987,55.92938269
BARRY CALLEBAUT,MALAYSIA,2.051737519,109.4268873
BARRY CALLEBAUT,BELGIUM,89.27846938,4655.397677
ETC GROUP,GERMANY,33.98987808,3889.084275
BARRY CALLEBAUT,BELGIUM,0.941397688,49.91008169
ECOM,ITALY,4.218901992,198.9526303
SUCDEN,MALAYSIA,3437.478143,314943.3847
ECOM,NETHERLANDS,3.632589025,193.7396505
OLAM,UNITED STATES,114.8366985,7322.112413
BARRY CALLEBAUT,ITALY,24.28794855,770.4769538
TOUTON,MALAYSIA,3.201952101,194.4691605
SOCIETE AWAHUS SERVICES,ESTONIA,707.287438,64802.01195
ECOM,TURKEY,2.41001626,146.3712835
TOUTON,TURKEY,6577.060974,602593.4591
BARRY CALLEBAUT,ITALY,4.222272008,138.78222
OLAM,SOUTH AFRICA,2.510778676,188.3621461
OLAM,UNITED KINGDOM,9.723879371,324.0349492
BARRY CALLEBAUT,AUSTRALIA,3.475292851,181.2180516
OLAM,NETHERLANDS,1.441324287,65.20732302
OLAM,NETHERLANDS,12.9378173,531.9197761
OLAM,NETHERLANDS,32.88626894,2096.864166
OLAM,UNITED KINGDOM,77.08750056,2102.644753
SUCDEN,UNITED STATES,332.6375832,20202.59814
OLAM,UNITED STATES,27.84665137,823.1952962
OLAM,UNITED STATES,102.5849054,18763.94414
ECOOKIM,MEXICO,0.644133979,14.72771803
SUCDEN,MALAYSIA,82.57377521,5264.993442
BARRY CALLEBAUT,BELGIUM,121.0762804,6313.484521
CEMOI,FRANCE,81.15692508,3742.99519
OLAM,NETHERLANDS,3.86157826,204.7292965
OLAM,NETHERLANDS,446.5064639,78113.61591
TOUTON,GERMANY,961.4584745,88089.28338
OLAM,UNITED STATES,8.18779562,332.2895554
OLAM,UNITED KINGDOM,1.843734232,86.94579198
BARRY CALLEBAUT,ISRAEL,2.277377689,68.52842059
BARRY CALLEBAUT,FRANCE,9.715556639,334.5751705
CARGILL,UNITED STATES,7.524066835,222.4244612
OLAM,NETHERLANDS,5.375877037,289.3315011
BARRY CALLEBAUT,GERMANY,45.32375011,5185.893384
ETC GROUP,UNITED KINGDOM,90.31991606,8202.848538
BARRY CALLEBAUT,CROATIA,1.038903438,64.19933767
TOUTON,MEXICO,4.815645987,551.0008902
BARRY CALLEBAUT,GERMANY,11.86145819,507.7225939
BARRY CALLEBAUT,CROATIA,5.93014077,240.7254643
OLAM,NETHERLANDS,3.054477298,90.29564492
OLAM,BELGIUM,2.160816239,77.11887956
BARRY CALLEBAUT,NETHERLANDS,19.24889896,1020.518886
OLAM,NETHERLANDS,207.7598428,11181.70426
OLAM,NETHERLANDS,45.31125601,10965.75223
OLAM,BELGIUM,1.068765036,48.35227407
OLAM,UNITED STATES,113.418688,7231.698529
ECOOKIM,MEXICO,2.063092835,62.08038931
CARGILL,GERMANY,7.27440561,299.0767386
ECOM,UNITED STATES,23.24550789,1239.770462
OLAM,UNITED STATES,14.38256894,615.6372251
ECOM,UNITED STATES,46.82362917,986.8886166
BARRY CALLEBAUT,CANADA,4.264642503,226.0985537
BARRY CALLEBAUT,FRANCE,10.0288986,522.95376
ECOOKIM,CANADA,10.40170468,307.4924254
BARRY CALLEBAUT,CROATIA,6.141494226,211.4949821
BARRY CALLEBAUT,POLAND,17.90678146,933.7434814
TOUTON,BELGIUM,42.70688603,1733.624102
BARRY CALLEBAUT,FRANCE,4.098885377,587.1428505
BARRY CALLEBAUT,AUSTRALIA,1.389490391,85.86395958
BARRY CALLEBAUT,POLAND,23.77067614,818.5921114
OLAM,GERMANY,7.277862023,379.5018238
OLAM,INDONESIA,7.426534733,1063.810371
BARRY CALLEBAUT,MALAYSIA,4.043622998,164.1450113
CARGILL,NETHERLANDS,4.338291178,263.4842174
OLAM,NETHERLANDS,5.36215751,148.3385248
OLAM,MALAYSIA,8.936929183,247.2308746
OLAM,UNITED STATES,18.24959985,1163.614274
ECOOKIM,UNKNOWN COUNTRY,11.75747658,477.1597691
SUCDEN,TURKEY,17.32058842,596.4700777
OLAM,MALAYSIA,21.78742896,1996.174619
SUCDEN,BRAZIL,5.656386989,129.3297284
ECOM,ITALY,31.50753689,1642.950591
OLAM,BELGIUM,18.24322932,350.9567581
ECOM,NETHERLANDS,3.028572697,553.9603384
BARRY CALLEBAUT,NETHERLANDS,5.854189053,344.5429636
BARRY CALLEBAUT,GERMANY,3.341843326,382.3700191
OLAM,INDONESIA,3.96576262,147.3605251
CARGILL,FRANCE,64.89895882,3743.023777
SUCDEN,ITALY,57.79688139,3064.217289
BARRY CALLEBAUT,MEXICO,3.642441966,147.8596491
ECOM,NETHERLANDS,2.421726016,129.159767
BARRY CALLEBAUT,MALAYSIA,2.099617845,94.98935129
CARGILL,FRANCE,23.33430629,947.2223231
BARRY CALLEBAUT,GERMANY,5.054441047,306.9792665
OLAM,BELGIUM,38.09180215,2050.113538
OLAM,NETHERLANDS,96.70177377,5873.139938
BARRY CALLEBAUT,SENEGAL,5.018383373,289.4334305
BARRY CALLEBAUT,ISRAEL,1.281925354,57.99591484
OLAM,INDONESIA,3.902417309,176.5502658
CARGILL,GERMANY,1338.845623,122665.6737
ECOM,MALAYSIA,8.777099561,457.6790932
BARRY CALLEBAUT,GERMANY,13.85543179,722.4871282
BARRY CALLEBAUT,ESTONIA,3.917369298,242.0749659
OLAM,PORTUGAL,7.125645243,292.9606698
CARGILL,UNITED STATES,5.809523485,267.9379293
BARRY CALLEBAUT,GERMANY,0.33421846,19.670123
OLAM,BELGIUM,21.33016097,1230.209253
CARGILL,NETHERLANDS,0.67649678,29.8127486
ECOM,SPAIN,1.619260951,34.12871296
CARGILL,NETHERLANDS,86.452361,15813.11857
SOCIETE AWAHUS SERVICES,SPAIN,945.5201422,86629.00578
BARRY CALLEBAUT,CANADA,22.68577557,1308.393831
OLAM,MEXICO,2.866664864,65.54448788
ECOM,NETHERLANDS,0.550394424,12.5844221
BARRY CALLEBAUT,POLAND,0.99599516,45.93576074
ECOM,NETHERLANDS,0.533675135,12.20214608
OLAM,NETHERLANDS,4.3176594,266.8110082
CARGILL,UNITED KINGDOM,2.050812297,58.59011956
BARRY CALLEBAUT,GERMANY,5.261354817,280.607863
BARRY CALLEBAUT,MALAYSIA,2.7852829,169.1629388
BARRY CALLEBAUT,ISRAEL,4.520716117,260.7306531
BARRY CALLEBAUT,ISRAEL,3.400815356,308.8618158
OLAM,SPAIN,12.29192645,640.9586346
BARRY CALLEBAUT,POLAND,9.303285674,377.6533897
OLAM,MALAYSIA,16.15672715,486.1710024
OLAM,UNITED STATES,54.33881633,2458.356374
OLAM,JAPAN,1.02033071,46.16104425
OLAM,GERMANY,3.454575888,184.2455396
OLAM,NETHERLANDS,4.057394704,246.4240929
OLAM,GERMANY,6.760378996,214.4568202
BARRY CALLEBAUT,UNITED KINGDOM,4.076114102,184.4085271
TOUTON,ESTONIA,29.92322835,1214.690058
TOUTON,BULGARIA,2046.585463,187509.1349
BARRY CALLEBAUT,GERMANY,2.914279771,118.3009608
ETC GROUP,UNITED KINGDOM,8.536523875,256.8719722
BARRY CALLEBAUT,NETHERLANDS,18.70244955,759.198816
ETC GROUP,BELGIUM,6.570733988,250.088462
BARRY CALLEBAUT,FRANCE,29.28791825,3351.091229
ECOM,NETHERLANDS,1.694450859,76.6590874
CARGILL,NETHERLANDS,1.765187475,94.1440945
BARRY CALLEBAUT,FRANCE,0.724060985,42.61394968
OLAM,SINGAPORE,5.416829696,312.4136769
OLAM,MALAYSIA,37.83921757,2182.363071
CARGILL,UNITED KINGDOM,4.642640713,249.8684767
OLAM,BELGIUM,3.109903675,91.93414473
CARGILL,BRAZIL,36.63140928,2335.658375
BARRY CALLEBAUT,GERMANY,2.36701167,54.12023207
SUCDEN,MALAYSIA,3.489039394,120.1522459
ECOM,BELGIUM,2.570071246,75.97576212
BARRY CALLEBAUT,ISRAEL,7.280137396,661.1815754
BARRY CALLEBAUT,FRANCE,20.7818803,940.1983951
ETC GROUP,BELGIUM,4.268916142,82.12389067
OLAM,UNITED KINGDOM,1.705611375,73.00767052
ECOM,ITALY,6.251054453,142.9264257
BARRY CALLEBAUT,GERMANY,1.838094846,111.6358866
OLAM,NETHERLANDS,1.16647798,34.48311157
BARRY CALLEBAUT,BELGIUM,1.8530868,83.83597685
OLAM,INDONESIA,11.62234814,606.0436843
CAREPCI (COOPERATIVE),ITALY,76.20297088,4628.15411
OLAM,NETHERLANDS,2.557462054,49.19954553
CARGILL,NETHERLANDS,4.664944485,918.054133
CARGILL,UNITED KINGDOM,16.31324395,850.6489697
CEMOI,FRANCE,216.6816676,11298.79734
SUCDEN,CANADA,95.06422182,5482.794318
ECOM,GERMANY,3.721619005,110.0175105
BARRY CALLEBAUT,MALAYSIA,1.409052437,63.74730392
BARRY CALLEBAUT,ITALY,2.875049081,116.7084479
ECOM,MALAYSIA,13.74043998,834.5196126
OLAM,NETHERLANDS,6.326107368,329.872877
BARRY CALLEBAUT,GERMANY,68.25635621,2770.767791
BARRY CALLEBAUT,UNITED STATES,2.544913474,87.63932846
BARRY CALLEBAUT,MEXICO,3.58323981,162.1102744
OLAM,JAPAN,1.032860543,46.72790963
ECOM,GERMANY,12.26571942,2243.539371
BARRY CALLEBAUT,FRANCE,7.064777509,252.1397775
OLAM,NETHERLANDS,979.5622728,89747.962
ECOM,BELGIUM,7.563888572,356.6936443
COCOASOURCE,GERMANY,31.51756745,720.629343
BARRY CALLEBAUT,AUSTRALIA,4.882277517,168.1312655
ECOM,MALAYSIA,2.144896609,91.81101112
OLAM,BELGIUM,12.7609706,676.5483843
OLAM,MALAYSIA,17.67945562,717.6718609
BARRY CALLEBAUT,GERMANY,3.606278177,412.6263623
BARRY CALLEBAUT,MEXICO,13.02781384,679.3312508
ECOM,UNITED STATES,1.205826097,63.92928276
WAGAJACA (COOPERATIVE),SPAIN,4366.58654,859337.7334
ECOM,UNITED STATES,0.663244192,19.60664829
OLAM,UNITED STATES,6.627372341,236.5289191
BARRY CALLEBAUT,FRANCE,3.321059932,173.1756245
SUCDEN,BELGIUM,14.82813907,438.3455004
SUCDEN,SPAIN,5.248235206,187.3079309
BARRY CALLEBAUT,BELGIUM,6.722931602,350.5651517
BARRY CALLEBAUT,CROATIA,0.594893766,28.05366888
OLAM,MEXICO,11.78835942,420.7229906
OLAM,SINGAPORE,20.7897234,3637.036862
CARGILL,UNITED KINGDOM,4.24269103,172.2258893
OLAM,MALAYSIA,38.13076236,2052.21039
OLAM,NETHERLANDS,4.265128654,780.1404651
OLAM,JAPAN,2.129319956,75.99478673
BARRY CALLEBAUT,FRANCE,2.520259421,107.8781909
BARRY CALLEBAUT,BELGIUM,77.66003844,4049.558254
OLAM,GERMANY,7.107080021,370.5964501
CARGILL,NETHERLANDS,51.60585308,2094.864763
OLAM,SPAIN,21.40397072,1364.740381
OLAM,NETHERLANDS,33.22147962,9005.052894
OLAM,GERMANY,3.756633701,195.8884816
CARGILL,INDONESIA,10.83477982,564.9761827
BARRY CALLEBAUT,UNITED STATES,13.29815078,1521.559711
OLAM,BELGIUM,12.26775566,369.1482198
ETC GROUP,UNITED KINGDOM,87.27212434,3541.809877
OLAM,NETHERLANDS,6.443752552,336.0074481
CAYWANDA (COOPERATIVE),ITALY,3.703770381,84.68437866
ECOM,MALAYSIA,4.11423865,218.1245925
CARGILL,NETHERLANDS,2.287855049,138.9518758
SUCDEN,BELGIUM,27.65345551,1441.980731
CARGILL,UNITED KINGDOM,8.745246342,504.3788929
CARGILL,FRANCE,13.02882403,385.1546282
OLAM,UNITED STATES,3.193125907,118.6507503
CARGILL,NETHERLANDS,217.3442711,13200.30925
ECOOKIM,MEXICO,1.168490585,61.94986591
BARRY CALLEBAUT,AUSTRALIA,8.139672042,438.0798731
CARGILL,NETHERLANDS,7.68877556,264.7787964
OLAM,NETHERLANDS,4862.826997,445534.5256
ECOM,NETHERLANDS,1.839559174,111.7248219
ECOM,NETHERLANDS,54.72877747,10010.5149
BARRY CALLEBAUT,GERMANY,18.63133304,1074.555337
OLAM,INDONESIA,3.959197283,206.4510958
CAADA (COOPERATIVE),MALAYSIA,7.407540762,169.3687573
OLAM,ISRAEL,5.395083885,1218.586
BARRY CALLEBAUT,FRANCE,2.656761514,141.695095
OLAM,GERMANY,6.396715328,259.6012152
CARGILL,INDONESIA,4.074604925,165.4026777
OLAM,NETHERLANDS,8.485572595,442.4775113
OLAM,INDONESIA,8.542933242,445.4685642
OLAM,BELGIUM,1.272530824,67.86886033
SUCDEN,MALAYSIA,5.721457795,329.9829914
BARRY CALLEBAUT,UNITED STATES,3.679714912,169.7101659
BARRY CALLEBAUT,MALAYSIA,0.512773853,15.15848417
OLAM,NETHERLANDS,75.03846398,4327.816039
OLAM,ESTONIA,2.097492622,68.33001524
SUCDEN,UNITED KINGDOM,13.9815778,849.1650129
OLAM,NETHERLANDS,4.282790064,147.4866823
BARRY CALLEBAUT,CANADA,12.44135923,428.4437875
COCOASOURCE,BELGIUM,112.7211412,10327.56465
BARRY CALLEBAUT,UNITED STATES,4.640436375,267.6354753
BARRY CALLEBAUT,UNITED STATES,69.50510434,2821.45891
BARRY CALLEBAUT,MALAYSIA,3.610315034,219.2709046
CARGILL,UNITED KINGDOM,9.57752759,303.8241071
CARGILL,INDONESIA,7.457482949,388.8681004
CARGILL,BRAZIL,1.965726047,104.2168988
BARRY CALLEBAUT,UNITED STATES,86.08232098,3072.252061
OLAM,ESTONIA,2.115235071,62.53001618
CARGILL,NETHERLANDS,58.79270711,3117.012981
ETC GROUP,UNITED STATES,6.889840152,788.3278937
OLAM,INDONESIA,5.848857216,159.5338913
SUCDEN,ITALY,46.50067208,1911.808345
TOUTON,UNITED KINGDOM,46.01708741,1751.454653
BARRY CALLEBAUT,CANADA,4.262967825,245.8651143
ECOM,NETHERLANDS,3.940985616,90.1081557
BARRY CALLEBAUT,CANADA,0.025883733,0.02861797
SUCDEN,CHINA (MAINLAND),8.802242761,507.6661406
SUCDEN,TURKEY,13.40302975,814.0271503
OLAM,UNITED STATES,24.58753822,2813.278943
CARGILL,NETHERLANDS,0.201939337,8.89932794
OLAM,NETHERLANDS,9.742212,293.1522534
CARGILL,BRAZIL,11.64371856,2129.76835
QUANG THIEN IMEX,UNITED STATES,349.8436689,32052.84357
OLAM,AUSTRALIA,3.642154119,666.1913483
CARGILL,BRAZIL,0.42224422,18.60801286
COCOASOURCE,UNITED STATES,71.73163533,6572.086594
OLAM,BELGIUM,1.937923259,354.4681709
BARRY CALLEBAUT,CANADA,3.233641584,106.286842
CARGILL,NETHERLANDS,165.9157108,5921.481653
ETC GROUP,NETHERLANDS,1.462638909,77.54472772
BARRY CALLEBAUT,MEXICO,66.0916178,4214.073214
SUCDEN,INDONESIA,1.869272091,39.39812827
ETC GROUP,UNITED KINGDOM,6.063755388,368.2795315
OLAM,NETHERLANDS,6.413213234,345.1612824
ECOM,MALAYSIA,3.123252139,141.2998538
OLAM,MEXICO,10.60477164,1939.733161
SUCDEN,INDONESIA,26.68566739,1620.742338
CARGILL,NETHERLANDS,6.298921041,216.9162982
ECOM,CHINA (MAINLAND),9.864931264,599.142286
BARRY CALLEBAUT,UNITED KINGDOM,24.63872299,1496.422065
BARRY CALLEBAUT,FRANCE,97.39129896,2930.5951
OLAM,BELGIUM,7.905954739,1383.099153
ECOM,UNITED STATES,9.128960317,370.5769047
CARGILL,GERMANY,94.84986126,4945.916153
CARGILL,FRANCE,8.527134219,194.967557
CASB (COOPERATIVE),NETHERLANDS,209.7943822,6201.885687
BARRY CALLEBAUT,UNITED KINGDOM,6.726838611,304.3306368
COCOASOURCE,ESTONIA,25.63358862,771.3386106
OLAM,NETHERLANDS,8.400557427,452.1208118
CARGILL,GERMANY,73.11578795,2782.857287
OLAM,UNITED KINGDOM,4.798054069,217.069999
OLAM,NETHERLANDS,8.069291421,434.2919645
BARRY CALLEBAUT,ESTONIA,3.839799292,173.717348
OLAM,SPAIN,15.3694669,462.4816062
TOUTON,MALAYSIA,10.89472793,332.6226861
BARRY CALLEBAUT,MEXICO,7.155093625,379.3416022
